short_name_stocks,ticker_stocks_yf,ticker_stocks,secteur_activite,pays_stocks,place_boursiere,capitalisation_boursiere,ticker_indice_yf,ponderation
FERRARI,RACE.MI,RACE,Consumer Cyclical,Italy,MIL,58277527552.0,FTSEMIB.MI,5.6
FINCANTIERI,FCT.MI,FCT,Industrials,Italy,MIL,3824598784.0,FTSEMIB.MI,0.37
FINECOBANK,FBK.MI,FBK,Financial Services,Italy,MIL,13668040704.0,FTSEMIB.MI,1.31
GENERALI,G.MI,G,Financial Services,Italy,MIL,64042819584.0,FTSEMIB.MI,6.16
HERA,HER.MI,HER,Utilities,Italy,MIL,5455198720.0,FTSEMIB.MI,0.52
INTESA SANPAOLO,ISP.MI,ISP,Financial Services,Italy,MIL,106594336768.0,FTSEMIB.MI,10.25
INWIT,INW.MI,INW,Real Estate,Italy,MIL,5857337344.0,FTSEMIB.MI,0.56
ITALGAS,IG.MI,IG,Utilities,Italy,MIL,10351364096.0,FTSEMIB.MI,1.0
IVECO GROUP,IVG.MI,IVG,Industrials,Italy,MIL,3715537920.0,FTSEMIB.MI,0.36
LEONARDO,LDO.MI,LDO,Industrials,Italy,MIL,29397618688.0,FTSEMIB.MI,2.83
LOTTOMATICA GROUP,LTMC.MI,LTMC,Consumer Cyclical,Italy,MIL,5872507392.0,FTSEMIB.MI,0.56
MEDIOBANCA,MB.MI,MB,Financial Services,Italy,MIL,21324767232.0,FTSEMIB.MI,2.05
MONCLER,MONC.MI,MONC,Consumer Cyclical,Italy,MIL,13865843712.0,FTSEMIB.MI,1.33
NEXI,NEXI.MI,NEXI,Technology,Italy,MIL,4351210496.0,FTSEMIB.MI,0.42
POSTE ITALIANE,PST.MI,PST,Industrials,Italy,MIL,38012723200.0,FTSEMIB.MI,3.65
PRYSMIAN,PRY.MI,PRY,Industrials,Italy,MIL,41411067904.0,FTSEMIB.MI,3.98
RECORDATI ORD,REC.MI,REC,Healthcare,Italy,MIL,10442734592.0,FTSEMIB.MI,1.0
SAIPEM,SPM.MI,SPM,Energy,Italy,MIL,8399483904.0,FTSEMIB.MI,0.81
SNAM,SRG.MI,SRG,Utilities,Italy,MIL,20966985728.0,FTSEMIB.MI,2.02
STELLANTIS,STLAM.MI,STLAM,Consumer Cyclical,Netherlands,MIL,14872907776.0,FTSEMIB.MI,1.43
STMICROELECTRONICS,STMMI.MI,STMMI,Technology,Netherlands,MIL,55594070016.0,FTSEMIB.MI,5.34
TELECOM ITALIA,TIT.MI,TIT,Communication Services,Italy,MIL,17373526016.0,FTSEMIB.MI,1.67
TENARIS,TEN.MI,TEN,Energy,Luxembourg,MIL,24100102144.0,FTSEMIB.MI,2.32
TERNA,TRN.MI,TRN,Utilities,Italy,MIL,20388659200.0,FTSEMIB.MI,1.96
UNICREDIT,UCG.MI,UCG,Financial Services,Italy,MIL,122379296768.0,FTSEMIB.MI,11.76
UNIPOL,UNI.MI,UNI,Financial Services,Italy,MIL,18503849984.0,FTSEMIB.MI,1.78
adidas AG                     N,ADS.DE,ADS,Consumer Cyclical,Germany,GER,32419385344.0,^GDAXI,1.56
AIRBUS SE,AIR.PA,AIR,Industrials,Netherlands,PAR,158232854528.0,^GDAXI,7.6
Allianz SE                    v,ALV.DE,ALV,Financial Services,Germany,GER,158352015360.0,^GDAXI,7.6
BASF SE                       N,BAS.DE,BAS,Basic Materials,Germany,GER,41664987136.0,^GDAXI,2.0
Bayer AG                      N,BAYN.DE,BAYN,Healthcare,Germany,GER,51439726592.0,^GDAXI,2.47
BEIERSDORF AG                 I,BEI.DE,BEI,Consumer Defensive,Germany,GER,16773883904.0,^GDAXI,0.81
BAYERISCHE MOTOREN WERKE AG   S,BMW.DE,BMW,Consumer Cyclical,Germany,GER,36415553536.0,^GDAXI,1.75
Brenntag SE                   N,BNR.DE,BNR,Basic Materials,Germany,GER,7840125952.0,^GDAXI,0.38
Commerzbank AG                I,CBK.DE,CBK,Financial Services,Germany,GER,41130594304.0,^GDAXI,1.97
CONTINENTAL AG                I,CON.DE,CON,Consumer Cyclical,Germany,GER,15000449024.0,^GDAXI,0.72
Daimler Truck Holding AG      N,DTG.DE,DTG,Industrials,Germany,GER,32835915776.0,^GDAXI,1.58
DEUTSCHE BANK AG              N,DBK.DE,DBK,Financial Services,Germany,GER,60503801856.0,^GDAXI,2.9
DEUTSCHE BOERSE AG            N,DB1.DE,DB1,Financial Services,Germany,GER,44324585472.0,^GDAXI,2.13
DEUTSCHE POST AG              N,DHL.DE,DHL,Industrials,Germany,GER,61804613632.0,^GDAXI,2.97
DEUTSCHE TELEKOM AG           N,DTE.DE,DTE,Communication Services,Germany,GER,120998944768.0,^GDAXI,5.81
E.ON SE                       N,EOAN.DE,EOAN,Utilities,Germany,GER,47087665152.0,^GDAXI,2.26
Fresenius SE & Co. KGaA       I,FRE.DE,FRE,Healthcare,Germany,GER,23103991808.0,^GDAXI,1.11
Fresenius Medical Care AG     I,FME.DE,FME,Healthcare,Germany,GER,10825840640.0,^GDAXI,0.52
GEA Group AG                  I,G1A.DE,G1A,Industrials,Germany,GER,10012302336.0,^GDAXI,0.48
HANNOVER RUECK SE NA O.N.,HNR1.DE,HNR1,Financial Services,Germany,GER,29498060800.0,^GDAXI,1.42
Heidelberg Materials AG       I,HEI.DE,HEI,Basic Materials,Germany,GER,29602877440.0,^GDAXI,1.42
Henkel AG & Co. KGaA          I,HEN3.DE,HEN3,Consumer Defensive,Germany,GER,30299416576.0,^GDAXI,1.45
INFINEON TECHNOLOGIES AG      N,IFX.DE,IFX,Technology,Germany,GER,99515686912.0,^GDAXI,4.78
Mercedes-Benz Group AG        N,MBG.DE,MBG,Consumer Cyclical,Germany,GER,42644271104.0,^GDAXI,2.05
MERCK KGAA                    I,MRK.DE,MRK,Healthcare,Germany,GER,63586267136.0,^GDAXI,3.05
MTU Aero Engines AG           N,MTX.DE,MTX,Industrials,Germany,GER,19960672256.0,^GDAXI,0.96
MUENCHENER RUECKVERS.-GES. AG N,MUV2.DE,MUV2,Financial Services,Germany,GER,63430709248.0,^GDAXI,3.05
Porsche Automobil Holding SE  I,PAH3.DE,PAH3,Consumer Cyclical,Germany,GER,8464749568.0,^GDAXI,0.41
Qiagen N.V.                   A,QIA.DE,QIA,Healthcare,Netherlands,GER,7125937152.0,^GDAXI,0.34
RHEINMETALL AG                I,RHM.DE,RHM,Industrials,Germany,GER,50665635840.0,^GDAXI,2.43
RWE AG                        I,RWE.DE,RWE,Utilities,Germany,GER,39873998848.0,^GDAXI,1.91
SAP SE                        I,SAP.DE,SAP,Technology,Germany,GER,163504963584.0,^GDAXI,7.85
Scout24 SE                    N,G24.DE,G24,Communication Services,Germany,GER,5271839232.0,^GDAXI,0.25
SIEMENS AG                    N,SIE.DE,SIE,Industrials,Germany,GER,207885697024.0,^GDAXI,9.98
Siemens Energy AG             N,ENR.DE,ENR,Industrials,Germany,GER,137956589568.0,^GDAXI,6.62
Siemens Healthineers AG       N,SHL.DE,SHL,Healthcare,Germany,GER,38287794176.0,^GDAXI,1.84
Symrise AG                    I,SY1.DE,SY1,Basic Materials,Germany,GER,12685711360.0,^GDAXI,0.61
VOLKSWAGEN AG                 V,VOW3.DE,VOW3,Consumer Cyclical,Germany,GER,36223598592.0,^GDAXI,1.74
Vonovia SE                    N,VNA.DE,VNA,Real Estate,Germany,GER,18975029248.0,^GDAXI,0.91
Zalando SE                    I,ZAL.DE,ZAL,Consumer Cyclical,Germany,GER,6696531456.0,^GDAXI,0.32
3M Company,MMM,MMM,Industrials,United States,NYQ,83429900288.0,^GSPC,0.12
A.O. Smith Corporation,AOS,AOS,Industrials,United States,NYQ,8564670464.0,^GSPC,0.01
Abbott Laboratories,ABT,ABT,Healthcare,United States,NYQ,160560332800.0,^GSPC,0.22
AbbVie Inc.,ABBV,ABBV,Healthcare,United States,NYQ,443571011584.0,^GSPC,0.61
Accenture plc,ACN,ACN,Technology,Ireland,NYQ,80243965952.0,^GSPC,0.11
Adobe Inc.,ADBE,ADBE,Technology,United States,NMS,83864551424.0,^GSPC,0.12
"Advanced Micro Devices, Inc.",AMD,AMD,Technology,United States,NMS,881959239680.0,^GSPC,1.22
The AES Corporation,AES,AES,Utilities,United States,NYQ,10440629248.0,^GSPC,0.01
AFLAC Incorporated,AFL,AFL,Financial Services,United States,NYQ,60309618688.0,^GSPC,0.08
"Agilent Technologies, Inc.",A,A,Healthcare,United States,NYQ,37673594880.0,^GSPC,0.05
"Air Products and Chemicals, Inc",APD,APD,Basic Materials,United States,NYQ,68229361664.0,^GSPC,0.09
"Airbnb, Inc.",ABNB,ABNB,Consumer Cyclical,United States,NMS,87429201920.0,^GSPC,0.12
"Akamai Technologies, Inc.",AKAM,AKAM,Technology,United States,NMS,16400932864.0,^GSPC,0.02
Albemarle Corporation,ALB,ALB,Basic Materials,United States,NYQ,16048546816.0,^GSPC,0.02
Alexandria Real Estate Equities,ARE,ARE,Real Estate,United States,NYQ,9238024192.0,^GSPC,0.01
"Align Technology, Inc.",ALGN,ALGN,Healthcare,United States,NMS,12997974016.0,^GSPC,0.02
Allegion plc,ALLE,ALLE,Industrials,Ireland,NYQ,12025005056.0,^GSPC,0.02
Alliant Energy Corporation,LNT,LNT,Utilities,United States,NMS,19574816768.0,^GSPC,0.03
Allstate Corporation (The),ALL,ALL,Financial Services,United States,NYQ,62584176640.0,^GSPC,0.09
Alphabet Inc.,GOOGL,GOOGL,Communication Services,United States,NMS,4407691313152.0,^GSPC,6.1
Alphabet Inc.,GOOG,GOOG,Communication Services,United States,NMS,4367179055104.0,^GSPC,6.04
"Altria Group, Inc.",MO,MO,Consumer Defensive,United States,NYQ,119464017920.0,^GSPC,0.17
"Amazon.com, Inc.",AMZN,AMZN,Consumer Cyclical,United States,NMS,2599993475072.0,^GSPC,3.6
Amcor plc,AMCR,AMCR,Consumer Cyclical,Switzerland,NYQ,20176764928.0,^GSPC,0.03
Ameren Corporation,AEE,AEE,Utilities,United States,NYQ,31048765440.0,^GSPC,0.04
American Electric Power Company,AEP,AEP,Utilities,United States,NMS,73481388032.0,^GSPC,0.1
American Express Company,AXP,AXP,Financial Services,United States,NYQ,237449609216.0,^GSPC,0.33
"American International Group, I",AIG,AIG,Financial Services,United States,NYQ,40608493568.0,^GSPC,0.06
American Tower Corporation (REI,AMT,AMT,Real Estate,United States,NYQ,77375520768.0,^GSPC,0.11
"American Water Works Company, I",AWK,AWK,Utilities,United States,NYQ,25736019968.0,^GSPC,0.04
"Ameriprise Financial, Inc.",AMP,AMP,Financial Services,United States,NYQ,43121836032.0,^GSPC,0.06
"AMETEK, Inc.",AME,AME,Industrials,United States,NYQ,54350909440.0,^GSPC,0.08
Amgen Inc.,AMGN,AMGN,Healthcare,United States,NMS,195012788224.0,^GSPC,0.27
Amphenol Corporation,APH,APH,Technology,United States,NYQ,211870990336.0,^GSPC,0.29
"Analog Devices, Inc.",ADI,ADI,Technology,United States,NMS,189467115520.0,^GSPC,0.26
Aon plc,AON,AON,Financial Services,Ireland,NYQ,73376497664.0,^GSPC,0.1
APA Corporation,APA,APA,Energy,United States,NMS,11265096704.0,^GSPC,0.02
"Apollo Global Management, Inc. ",APO,APO,Financial Services,United States,NYQ,68282732544.0,^GSPC,0.09
Apple Inc.,AAPL,AAPL,Technology,United States,NMS,4323663937536.0,^GSPC,5.98
"Applied Materials, Inc.",AMAT,AMAT,Technology,United States,NMS,516796121088.0,^GSPC,0.71
Applovin Corporation,APP,APP,Communication Services,United States,NMS,189674815488.0,^GSPC,0.26
Aptiv PLC,APTV,APTV,Consumer Cyclical,Switzerland,NYQ,12756485120.0,^GSPC,0.02
Arch Capital Group Ltd.,ACGL,ACGL,Financial Services,Bermuda,NMS,34432348160.0,^GSPC,0.05
Archer-Daniels-Midland Company,ADM,ADM,Consumer Defensive,United States,NYQ,36922687488.0,^GSPC,0.05
Ares Management Corporation,ARES,ARES,Financial Services,United States,NYQ,37480472576.0,^GSPC,0.05
"Arista Networks, Inc.",ANET,ANET,Technology,United States,NYQ,209802805248.0,^GSPC,0.29
Arthur J. Gallagher & Co.,AJG,AJG,Financial Services,United States,NYQ,61581287424.0,^GSPC,0.09
"Assurant, Inc.",AIZ,AIZ,Financial Services,United States,NYQ,13582989312.0,^GSPC,0.02
AT&T Inc.,T,T,Communication Services,United States,NYQ,142301970432.0,^GSPC,0.2
Atmos Energy Corporation,ATO,ATO,Utilities,United States,NYQ,28882137088.0,^GSPC,0.04
"Autodesk, Inc.",ADSK,ADSK,Technology,United States,NMS,42178371584.0,^GSPC,0.06
"Automatic Data Processing, Inc.",ADP,ADP,Technology,United States,NMS,94229356544.0,^GSPC,0.13
"AutoZone, Inc.",AZO,AZO,Consumer Cyclical,United States,NYQ,52537438208.0,^GSPC,0.07
"AvalonBay Communities, Inc.",AVB,AVB,Real Estate,United States,NYQ,27016695808.0,^GSPC,0.04
Avery Dennison Corporation,AVY,AVY,Consumer Cyclical,United States,NYQ,12477111296.0,^GSPC,0.02
"Axon Enterprise, Inc.",AXON,AXON,Industrials,United States,NMS,47874412544.0,^GSPC,0.07
Baker Hughes Company,BKR,BKR,Energy,United States,NMS,53393137664.0,^GSPC,0.07
Ball Corporation,BALL,BALL,Consumer Cyclical,United States,NYQ,16440722432.0,^GSPC,0.02
Bank of America Corporation,BAC,BAC,Financial Services,United States,NYQ,414157045760.0,^GSPC,0.57
Baxter International Inc.,BAX,BAX,Healthcare,United States,NYQ,11202212864.0,^GSPC,0.02
"Becton, Dickinson and Company",BDX,BDX,Healthcare,United States,NYQ,42130128896.0,^GSPC,0.06
Non disponible,BRK.B,BRK,Non disponible,Non disponible,Non disponible,,^GSPC,
"Best Buy Co., Inc.",BBY,BBY,Consumer Cyclical,United States,NYQ,16277544960.0,^GSPC,0.02
Bio-Techne Corp,TECH,TECH,Healthcare,United States,NMS,11062556672.0,^GSPC,0.02
Biogen Inc.,BIIB,BIIB,Healthcare,United States,NMS,30965409792.0,^GSPC,0.04
"BlackRock, Inc.",BLK,BLK,Financial Services,United States,NYQ,159412060160.0,^GSPC,0.22
Blackstone Inc.,BX,BX,Financial Services,United States,NYQ,146121424896.0,^GSPC,0.2
"Block, Inc.",XYZ,XYZ,Technology,United States,NYQ,45906309120.0,^GSPC,0.06
The Bank of New York Mellon Cor,BNY,BNY,Financial Services,United States,NYQ,100225073152.0,^GSPC,0.14
Boeing Company (The),BA,BA,Industrials,United States,NYQ,172307120128.0,^GSPC,0.24
Booking Holdings Inc. Common St,BKNG,BKNG,Consumer Cyclical,United States,NMS,141523795968.0,^GSPC,0.2
Boston Scientific Corporation,BSX,BSX,Healthcare,United States,NYQ,64002457600.0,^GSPC,0.09
Bristol-Myers Squibb Company,BMY,BMY,Healthcare,United States,NYQ,115254501376.0,^GSPC,0.16
Broadcom Inc.,AVGO,AVGO,Technology,United States,NMS,1757164732416.0,^GSPC,2.43
"Broadridge Financial Solutions,",BR,BR,Technology,United States,NYQ,16299722752.0,^GSPC,0.02
"Brown & Brown, Inc.",BRO,BRO,Financial Services,United States,NYQ,22831525888.0,^GSPC,0.03
Non disponible,BF.B,BF,Non disponible,Non disponible,YHD,,^GSPC,
"Builders FirstSource, Inc.",BLDR,BLDR,Industrials,United States,NYQ,9117849600.0,^GSPC,0.01
Bunge Limited,BG,BG,Consumer Defensive,United States,NYQ,20350560256.0,^GSPC,0.03
"BXP, Inc.",BXP,BXP,Real Estate,United States,NYQ,12082382848.0,^GSPC,0.02
"C.H. Robinson Worldwide, Inc.",CHRW,CHRW,Industrials,United States,NMS,22545575936.0,^GSPC,0.03
"Cadence Design Systems, Inc.",CDNS,CDNS,Technology,United States,NMS,104183980032.0,^GSPC,0.14
Camden Property Trust,CPT,CPT,Real Estate,United States,NYQ,11460817920.0,^GSPC,0.02
Capital One Financial Corporati,COF,COF,Financial Services,United States,NYQ,126173110272.0,^GSPC,0.17
"Cardinal Health, Inc.",CAH,CAH,Healthcare,United States,NYQ,55675416576.0,^GSPC,0.08
Carnival Corporation Ltd.,CCL,CCL,Consumer Cyclical,United States,NYQ,39062392832.0,^GSPC,0.05
Carrier Global Corporation,CARR,CARR,Industrials,United States,NYQ,59859931136.0,^GSPC,0.08
Carvana Co.,CVNA,CVNA,Consumer Cyclical,United States,NYQ,74442244096.0,^GSPC,0.1
"Caseys General Stores, Inc.",CASY,CASY,Consumer Cyclical,United States,NMS,29022214144.0,^GSPC,0.04
"Caterpillar, Inc.",CAT,CAT,Industrials,United States,NYQ,456635482112.0,^GSPC,0.63
"Cboe Global Markets, Inc.",CBOE,CBOE,Financial Services,United States,BTS,25924835328.0,^GSPC,0.04
CBRE Group Inc,CBRE,CBRE,Real Estate,United States,NYQ,40496533504.0,^GSPC,0.06
CDW Corporation,CDW,CDW,Technology,United States,NMS,17682356224.0,^GSPC,0.02
"Cencora, Inc.",COR,COR,Healthcare,United States,NYQ,56115302400.0,^GSPC,0.08
Centene Corporation,CNC,CNC,Healthcare,United States,NYQ,33751023616.0,^GSPC,0.05
"CenterPoint Energy, Inc (Holdin",CNP,CNP,Utilities,United States,NYQ,28606830592.0,^GSPC,0.04
"CF Industries Holdings, Inc.",CF,CF,Basic Materials,United States,NYQ,16616543232.0,^GSPC,0.02
Charles River Laboratories Inte,CRL,CRL,Healthcare,United States,NYQ,11034744832.0,^GSPC,0.02
Charles Schwab Corporation (The,SCHW,SCHW,Financial Services,United States,NYQ,166574391296.0,^GSPC,0.23
"Charter Communications, Inc.",CHTR,CHTR,Communication Services,United States,NMS,21909903360.0,^GSPC,0.03
Chevron Corporation,CVX,CVX,Energy,United States,NYQ,329987817472.0,^GSPC,0.46
"Chipotle Mexican Grill, Inc.",CMG,CMG,Consumer Cyclical,United States,NYQ,44895686656.0,^GSPC,0.06
Chubb Limited,CB,CB,Financial Services,Switzerland,NYQ,136422039552.0,^GSPC,0.19
"Church & Dwight Company, Inc.",CHD,CHD,Consumer Defensive,United States,NYQ,23033286656.0,^GSPC,0.03
Ciena Corporation,CIEN,CIEN,Technology,United States,NYQ,65459736576.0,^GSPC,0.09
The Cigna Group,CI,CI,Healthcare,United States,NYQ,73293996032.0,^GSPC,0.1
Cincinnati Financial Corporatio,CINF,CINF,Financial Services,United States,NMS,28958904320.0,^GSPC,0.04
Cintas Corporation,CTAS,CTAS,Industrials,United States,NMS,69715853312.0,^GSPC,0.1
"Cisco Systems, Inc.",CSCO,CSCO,Technology,United States,NMS,461187284992.0,^GSPC,0.64
"Citigroup, Inc.",C,C,Financial Services,United States,NYQ,239002501120.0,^GSPC,0.33
"Citizens Financial Group, Inc.",CFG,CFG,Financial Services,United States,NYQ,30371381248.0,^GSPC,0.04
Clorox Company (The),CLX,CLX,Consumer Defensive,United States,NYQ,11659236352.0,^GSPC,0.02
CME Group Inc.,CME,CME,Financial Services,United States,NMS,83465551872.0,^GSPC,0.12
CMS Energy Corporation,CMS,CMS,Utilities,United States,NYQ,23453175808.0,^GSPC,0.03
Coca-Cola Company (The),KO,KO,Consumer Defensive,United States,NYQ,349748789248.0,^GSPC,0.48
Cognizant Technology Solutions ,CTSH,CTSH,Technology,United States,NMS,19426109440.0,^GSPC,0.03
Coherent Corp.,COHR,COHR,Technology,United States,NYQ,72122433536.0,^GSPC,0.1
"Coinbase Global, Inc.",COIN,COIN,Financial Services,United States,NMS,41953492992.0,^GSPC,0.06
Colgate-Palmolive Company,CL,CL,Consumer Defensive,United States,NYQ,74225565696.0,^GSPC,0.1
Comcast Corporation,CMCSA,CMCSA,Communication Services,United States,NMS,84768980992.0,^GSPC,0.12
"Comfort Systems USA, Inc.",FIX,FIX,Industrials,United States,NYQ,65623379968.0,^GSPC,0.09
ConocoPhillips,COP,COP,Energy,United States,NYQ,125752311808.0,^GSPC,0.17
"Consolidated Edison, Inc.",ED,ED,Utilities,United States,NYQ,40888369152.0,^GSPC,0.06
"Constellation Brands, Inc.",STZ,STZ,Consumer Defensive,United States,NYQ,23574114304.0,^GSPC,0.03
Constellation Energy Corporatio,CEG,CEG,Utilities,United States,NMS,84454629376.0,^GSPC,0.12
"The Cooper Companies, Inc.",COO,COO,Healthcare,United States,NMS,14032452608.0,^GSPC,0.02
"Copart, Inc.",CPRT,CPRT,Industrials,United States,NMS,27733649408.0,^GSPC,0.04
Corning Incorporated,GLW,GLW,Technology,United States,NYQ,189882531840.0,^GSPC,0.26
"Corpay, Inc.",CPAY,CPAY,Technology,United States,NYQ,22284492800.0,^GSPC,0.03
"Corteva, Inc.",CTVA,CTVA,Basic Materials,United States,NYQ,55873220608.0,^GSPC,0.08
"CoStar Group, Inc.",CSGP,CSGP,Real Estate,United States,NMS,11989323776.0,^GSPC,0.02
Costco Wholesale Corporation,COST,COST,Consumer Defensive,United States,NMS,410071564288.0,^GSPC,0.57
CRH PLC,CRH,CRH,Basic Materials,Ireland,NYQ,70287982592.0,^GSPC,0.1
"CrowdStrike Holdings, Inc.",CRWD,CRWD,Technology,United States,NMS,786849660928.0,^GSPC,1.09
Crown Castle Inc.,CCI,CCI,Real Estate,United States,NYQ,33401667584.0,^GSPC,0.05
CSX Corporation,CSX,CSX,Industrials,United States,NMS,89803857920.0,^GSPC,0.12
Cummins Inc.,CMI,CMI,Industrials,United States,NYQ,94152704000.0,^GSPC,0.13
CVS Health Corporation,CVS,CVS,Healthcare,United States,NYQ,133729935360.0,^GSPC,0.18
Danaher Corporation,DHR,DHR,Healthcare,United States,NYQ,137109323776.0,^GSPC,0.19
"Darden Restaurants, Inc.",DRI,DRI,Consumer Cyclical,United States,NYQ,23130343424.0,^GSPC,0.03
"Datadog, Inc.",DDOG,DDOG,Technology,United States,NMS,94144356352.0,^GSPC,0.13
DaVita Inc.,DVA,DVA,Healthcare,United States,NYQ,14636105728.0,^GSPC,0.02
Deckers Outdoor Corporation,DECK,DECK,Consumer Cyclical,United States,NYQ,13933927424.0,^GSPC,0.02
Deere & Company,DE,DE,Industrials,United States,NYQ,169527443456.0,^GSPC,0.23
Dell Technologies Inc.,DELL,DELL,Technology,United States,NYQ,274772049920.0,^GSPC,0.38
"Delta Air Lines, Inc.",DAL,DAL,Industrials,United States,NYQ,61139894272.0,^GSPC,0.08
Devon Energy Corporation,DVN,DVN,Energy,United States,NYQ,46424477696.0,^GSPC,0.06
"DexCom, Inc.",DXCM,DXCM,Healthcare,United States,NMS,26571214848.0,^GSPC,0.04
"Diamondback Energy, Inc.",FANG,FANG,Energy,United States,NMS,48374640640.0,^GSPC,0.07
"Digital Realty Trust, Inc.",DLR,DLR,Real Estate,United States,NYQ,64173211648.0,^GSPC,0.09
Dollar General Corporation,DG,DG,Consumer Defensive,United States,NYQ,25411579904.0,^GSPC,0.04
"Dollar Tree, Inc.",DLTR,DLTR,Consumer Defensive,United States,NMS,23281952768.0,^GSPC,0.03
"Dominion Energy, Inc.",D,D,Utilities,United States,NYQ,59622154240.0,^GSPC,0.08
Domino's Pizza Inc,DPZ,DPZ,Consumer Cyclical,United States,NMS,10117595136.0,^GSPC,0.01
"DoorDash, Inc.",DASH,DASH,Consumer Cyclical,United States,NMS,82294194176.0,^GSPC,0.11
Dover Corporation,DOV,DOV,Industrials,United States,NYQ,29244418048.0,^GSPC,0.04
Dow Inc.,DOW,DOW,Basic Materials,United States,NYQ,19474434048.0,^GSPC,0.03
"D.R. Horton, Inc.",DHI,DHI,Consumer Cyclical,United States,NYQ,44539015168.0,^GSPC,0.06
DTE Energy Company,DTE,DTE,Utilities,United States,NYQ,31322824704.0,^GSPC,0.04
Duke Energy Corporation (Holdin,DUK,DUK,Utilities,United States,NYQ,98049810432.0,^GSPC,0.14
"DuPont de Nemours, Inc.",DD,DD,Basic Materials,United States,NYQ,18696136704.0,^GSPC,0.03
"Eaton Corporation, PLC",ETN,ETN,Industrials,Ireland,NYQ,160099975168.0,^GSPC,0.22
eBay Inc.,EBAY,EBAY,Consumer Cyclical,United States,NMS,49408319488.0,^GSPC,0.07
EchoStar Corporation,ECHO,ECHO,Communication Services,United States,NMS,29236385792.0,^GSPC,0.04
Ecolab Inc.,ECL,ECL,Basic Materials,United States,NYQ,78343757824.0,^GSPC,0.11
Edison International,EIX,EIX,Utilities,United States,NYQ,28282355712.0,^GSPC,0.04
Edwards Lifesciences Corporatio,EW,EW,Healthcare,United States,NYQ,52967841792.0,^GSPC,0.07
Electronic Arts Inc.,EA,EA,Communication Services,United States,NMS,51516891136.0,^GSPC,0.07
"Elevance Health, Inc.",ELV,ELV,Healthcare,United States,NYQ,90380812288.0,^GSPC,0.12
"EMCOR Group, Inc.",EME,EME,Industrials,United States,NYQ,35818881024.0,^GSPC,0.05
Emerson Electric Company,EMR,EMR,Industrials,United States,NYQ,78145150976.0,^GSPC,0.11
Entergy Corporation,ETR,ETR,Utilities,United States,NYQ,52659924992.0,^GSPC,0.07
"EOG Resources, Inc.",EOG,EOG,Energy,United States,NYQ,68490702848.0,^GSPC,0.09
EQT Corporation,EQT,EQT,Energy,United States,NYQ,32825085952.0,^GSPC,0.05
"Equifax, Inc.",EFX,EFX,Industrials,United States,NYQ,19563313152.0,^GSPC,0.03
"Equinix, Inc.",EQIX,EQIX,Real Estate,United States,NMS,99967508480.0,^GSPC,0.14
Equity Residential,EQR,EQR,Real Estate,United States,NYQ,26516983808.0,^GSPC,0.04
Erie Indemnity Company,ERIE,ERIE,Financial Services,United States,NMS,13034034176.0,^GSPC,0.02
"Essex Property Trust, Inc.",ESS,ESS,Real Estate,United States,NYQ,20345632768.0,^GSPC,0.03
"Estee Lauder Companies, Inc. (T",EL,EL,Consumer Defensive,United States,NYQ,29837225984.0,^GSPC,0.04
"Everest Group, Ltd.",EG,EG,Financial Services,Bermuda,NYQ,14243005440.0,^GSPC,0.02
"Evergy, Inc.",EVRG,EVRG,Utilities,United States,NMS,19867918336.0,^GSPC,0.03
Eversource Energy (D/B/A),ES,ES,Utilities,United States,NYQ,27152977920.0,^GSPC,0.04
Exelon Corporation,EXC,EXC,Utilities,United States,NMS,47333605376.0,^GSPC,0.07
Expand Energy Corporation,EXE,EXE,Energy,United States,NMS,21427728384.0,^GSPC,0.03
"Expedia Group, Inc.",EXPE,EXPE,Consumer Cyclical,United States,NMS,31750641664.0,^GSPC,0.04
Expeditors International of Was,EXPD,EXPD,Industrials,United States,NYQ,21817268224.0,^GSPC,0.03
Extra Space Storage Inc,EXR,EXR,Real Estate,United States,NYQ,32506005504.0,^GSPC,0.04
Exxon Mobil Corporation,XOM,XOM,Energy,United States,NYQ,564873396224.0,^GSPC,0.78
"F5, Inc.",FFIV,FFIV,Technology,United States,NMS,23931916288.0,^GSPC,0.03
FactSet Research Systems Inc.,FDS,FDS,Financial Services,United States,NYQ,8945664000.0,^GSPC,0.01
Fair Isaac Corporation,FICO,FICO,Technology,United States,NYQ,27983306752.0,^GSPC,0.04
Fastenal Company,FAST,FAST,Industrials,United States,NMS,54818676736.0,^GSPC,0.08
Federal Realty Investment Trust,FRT,FRT,Real Estate,United States,NYQ,10465845248.0,^GSPC,0.01
FedEx Corporation,FDX,FDX,Industrials,United States,NYQ,74896277504.0,^GSPC,0.1
"FedEx Freight Holding Company, ",FDXF,FDXF,Industrials,United States,NYQ,23195113472.0,^GSPC,0.03
Fidelity National Information S,FIS,FIS,Technology,United States,NYQ,21088667648.0,^GSPC,0.03
Fifth Third Bancorp,FITB,FITB,Financial Services,United States,NYQ,52103852032.0,^GSPC,0.07
"First Solar, Inc.",FSLR,FSLR,Technology,United States,NMS,24937775104.0,^GSPC,0.03
FirstEnergy Corp.,FE,FE,Utilities,United States,NYQ,27226755072.0,^GSPC,0.04
"Fiserv, Inc.",FISV,FISV,Non disponible,Non disponible,NMS,27051974656.0,^GSPC,0.04
Flex Ltd.,FLEX,FLEX,Technology,United States,NMS,56251789312.0,^GSPC,0.08
